,0,1,2,3
0,verb_complement,verb_complement_duration,赵唱游了一天,1
1,verb_complement,verb_complement_duration,赵唱游了清楚,0
2,verb_complement,verb_complement_duration,崔兆亮学习了一年,1
3,verb_complement,verb_complement_duration,崔兆亮学习了每年,0
4,verb_complement,verb_complement_duration,贾栋穿了一年裤子,1
5,verb_complement,verb_complement_duration,贾栋穿了每天裤子,0
6,verb_complement,verb_complement_duration,石文静游了一年,1
7,verb_complement,verb_complement_duration,石文静游了每月,0
8,verb_complement,verb_complement_duration,克林顿夫妇的牙医研究了一下记录片,1
9,verb_complement,verb_complement_duration,克林顿夫妇的牙医研究了每周记录片,0
10,verb_complement,verb_complement_duration,那些老人的女儿争论了一下,1
11,verb_complement,verb_complement_duration,那些老人的女儿争论了每月,0
12,verb_complement,verb_complement_duration,有个女孩合谋了一年,1
13,verb_complement,verb_complement_duration,有个女孩合谋了每月,0
14,verb_complement,verb_complement_duration,杨芳游了一下,1
15,verb_complement,verb_complement_duration,杨芳游了每天,0
16,verb_complement,verb_complement_duration,张杰研究了一天综合,1
17,verb_complement,verb_complement_duration,张杰研究了每周综合,0
18,verb_complement,verb_complement_duration,李伟的外甥研究了一年杨波的展出,1
19,verb_complement,verb_complement_duration,李伟的外甥研究了每月杨波的展出,0
20,verb_complement,verb_complement_duration,丁燕宁的姐妹伸展了一下,1
21,verb_complement,verb_complement_duration,丁燕宁的姐妹伸展了每年,0
22,verb_complement,verb_complement_duration,那个男孩穿了一年袜子,1
23,verb_complement,verb_complement_duration,那个男孩穿了清楚袜子,0
24,verb_complement,verb_complement_duration,徐黄研究了一年报告,1
25,verb_complement,verb_complement_duration,徐黄研究了每月报告,0
26,verb_complement,verb_complement_duration,梅丽研究了一天组织机构,1
27,verb_complement,verb_complement_duration,梅丽研究了清楚组织机构,0
28,verb_complement,verb_complement_duration,这个儿童的同学们狩猎了一周虱子,1
29,verb_complement,verb_complement_duration,这个儿童的同学们狩猎了每天虱子,0
30,verb_complement,verb_complement_duration,陈丽穿了一周袜子,1
31,verb_complement,verb_complement_duration,陈丽穿了每天袜子,0
32,verb_complement,verb_complement_duration,沈佳宜的律师清洗了一天大衣,1
33,verb_complement,verb_complement_duration,沈佳宜的律师清洗了每年大衣,0
34,verb_complement,verb_complement_duration,张超的伙伴约会了一下,1
35,verb_complement,verb_complement_duration,张超的伙伴约会了每天,0
36,verb_complement,verb_complement_duration,有个后代去了一下饭店,1
37,verb_complement,verb_complement_duration,有个后代去了清楚饭店,0
38,verb_complement,verb_complement_duration,张敏敏笑了一下,1
39,verb_complement,verb_complement_duration,张敏敏笑了每周,0
40,verb_complement,verb_complement_duration,米雪儿游了一下,1
41,verb_complement,verb_complement_duration,米雪儿游了每月,0
42,verb_complement,verb_complement_duration,陈俊看了一周刘颖,1
43,verb_complement,verb_complement_duration,陈俊看了每天刘颖,0
44,verb_complement,verb_complement_duration,李思彤的侄女笑了一周,1
45,verb_complement,verb_complement_duration,李思彤的侄女笑了每天,0
46,verb_complement,verb_complement_duration,施月去了一下小山,1
47,verb_complement,verb_complement_duration,施月去了每周小山,0
48,verb_complement,verb_complement_duration,有个客人的兄弟考虑了一天庞华,1
49,verb_complement,verb_complement_duration,有个客人的兄弟考虑了每周庞华,0
50,verb_complement,verb_complement_duration,王筱雅看了一周仇一诺的肿瘤医师,1
51,verb_complement,verb_complement_duration,王筱雅看了每天仇一诺的肿瘤医师,0
52,verb_complement,verb_complement_duration,李丹丹穿了一周短裙,1
53,verb_complement,verb_complement_duration,李丹丹穿了每天短裙,0
54,verb_complement,verb_complement_duration,这个男孩穿了一年围巾,1
55,verb_complement,verb_complement_duration,这个男孩穿了每月围巾,0
56,verb_complement,verb_complement_duration,徐洁的兄弟看了一天张琴,1
57,verb_complement,verb_complement_duration,徐洁的兄弟看了清楚张琴,0
58,verb_complement,verb_complement_duration,林棋旋转了一下,1
59,verb_complement,verb_complement_duration,林棋旋转了每天,0
60,verb_complement,verb_complement_duration,有个学生约会了一周,1
61,verb_complement,verb_complement_duration,有个学生约会了清楚,0
62,verb_complement,verb_complement_duration,王皓的钢琴老师游了一天,1
63,verb_complement,verb_complement_duration,王皓的钢琴老师游了每月,0
64,verb_complement,verb_complement_duration,那个后代约会了一天,1
65,verb_complement,verb_complement_duration,那个后代约会了每天,0
66,verb_complement,verb_complement_duration,薛雯的朋友研究了一天银行,1
67,verb_complement,verb_complement_duration,薛雯的朋友研究了清楚银行,0
68,verb_complement,verb_complement_duration,赵文达研究了一年组织机构,1
69,verb_complement,verb_complement_duration,赵文达研究了每月组织机构,0
70,verb_complement,verb_complement_duration,那个孩子们穿了一下手套,1
71,verb_complement,verb_complement_duration,那个孩子们穿了清楚手套,0
72,verb_complement,verb_complement_duration,有个儿童笑了一下,1
73,verb_complement,verb_complement_duration,有个儿童笑了每年,0
74,verb_complement,verb_complement_duration,毛毅笑了一下,1
75,verb_complement,verb_complement_duration,毛毅笑了每周,0
76,verb_complement,verb_complement_duration,陈晶穿了一天袜子,1
77,verb_complement,verb_complement_duration,陈晶穿了清楚袜子,0
78,verb_complement,verb_complement_duration,有些出纳员学习了一天,1
79,verb_complement,verb_complement_duration,有些出纳员学习了清楚,0
80,verb_complement,verb_complement_duration,卢诗韵研究了一周有些学生的祖母,1
81,verb_complement,verb_complement_duration,卢诗韵研究了每年有些学生的祖母,0
82,verb_complement,verb_complement_duration,李桐研究了一周孙领的最好的朋友,1
83,verb_complement,verb_complement_duration,李桐研究了每周孙领的最好的朋友,0
84,verb_complement,verb_complement_duration,刘聪聪合作了一年,1
85,verb_complement,verb_complement_duration,刘聪聪合作了每月,0
86,verb_complement,verb_complement_duration,王慧哭了一下,1
87,verb_complement,verb_complement_duration,王慧哭了每周,0
88,verb_complement,verb_complement_duration,赵文达的妹妹举了一下丘陵,1
89,verb_complement,verb_complement_duration,赵文达的妹妹举了每月丘陵,0
90,verb_complement,verb_complement_duration,王芳研究了一年这个人的侄女,1
91,verb_complement,verb_complement_duration,王芳研究了每月这个人的侄女,0
92,verb_complement,verb_complement_duration,那个行人笑了一周,1
93,verb_complement,verb_complement_duration,那个行人笑了每天,0
