,0,1,2,3
0,verb_complement,verb_complement_direction,柴静穿了夹克回来,1
1,verb_complement,verb_complement_direction,柴静穿了夹克清楚,0
2,verb_complement,verb_complement_direction,张厚望逃了出去,1
3,verb_complement,verb_complement_direction,张厚望逃了清楚,0
4,verb_complement,verb_complement_direction,帽子旋转了下来,1
5,verb_complement,verb_complement_direction,帽子旋转了失败,0
6,verb_complement,verb_complement_direction,黄子婷吞了下去,1
7,verb_complement,verb_complement_direction,黄子婷吞了失败,0
8,verb_complement,verb_complement_direction,推车滚了回来,1
9,verb_complement,verb_complement_direction,推车滚了失败,0
10,verb_complement,verb_complement_direction,自行车转了过去,1
11,verb_complement,verb_complement_direction,自行车转了失败,0
12,verb_complement,verb_complement_direction,李淑华考虑了刘颖进来,1
13,verb_complement,verb_complement_direction,李淑华考虑了刘颖干净,0
14,verb_complement,verb_complement_direction,那些客人的水管工推了有个女孩上来,1
15,verb_complement,verb_complement_direction,那些客人的水管工推了有个女孩干净,0
16,verb_complement,verb_complement_direction,杨芳伸展了过去,1
17,verb_complement,verb_complement_direction,杨芳伸展了清楚,0
18,verb_complement,verb_complement_direction,有些家伙推了这个校友的妻子回去,1
19,verb_complement,verb_complement_direction,有些家伙推了这个校友的妻子干净,0
20,verb_complement,verb_complement_direction,这些顾客带了毛衣过来,1
21,verb_complement,verb_complement_direction,这些顾客带了毛衣清楚,0
22,verb_complement,verb_complement_direction,杨波带了围巾过来,1
23,verb_complement,verb_complement_direction,杨波带了围巾清楚,0
24,verb_complement,verb_complement_direction,林雨桐的法语老师伸展了上来,1
25,verb_complement,verb_complement_direction,林雨桐的法语老师伸展了干净,0
26,verb_complement,verb_complement_direction,王磊伸展了开来,1
27,verb_complement,verb_complement_direction,王磊伸展了成功,0
28,verb_complement,verb_complement_direction,温斯顿·丘吉尔研究了电影院起来,1
29,verb_complement,verb_complement_direction,温斯顿·丘吉尔研究了电影院成功,0
30,verb_complement,verb_complement_direction,郑沁欣伸展了出来,1
31,verb_complement,verb_complement_direction,郑沁欣伸展了清楚,0
32,verb_complement,verb_complement_direction,高婷婷考虑了河进来,1
33,verb_complement,verb_complement_direction,高婷婷考虑了河干净,0
34,verb_complement,verb_complement_direction,陈丽带了电脑进去,1
35,verb_complement,verb_complement_direction,陈丽带了电脑清楚,0
36,verb_complement,verb_complement_direction,沈佳宜的律师伸展了下来,1
37,verb_complement,verb_complement_direction,沈佳宜的律师伸展了成功,0
38,verb_complement,verb_complement_direction,金砚秋考虑了那些青少年的男朋友进来,1
39,verb_complement,verb_complement_direction,金砚秋考虑了那些青少年的男朋友成功,0
40,verb_complement,verb_complement_direction,那些女士的导师带了冰柱过去,1
41,verb_complement,verb_complement_direction,那些女士的导师带了冰柱失败,0
42,verb_complement,verb_complement_direction,卡车转了过去,1
43,verb_complement,verb_complement_direction,卡车转了清楚,0
44,verb_complement,verb_complement_direction,李小红的法语老师隐藏了进去,1
