,0,1,2,3
0,filler_gap_dependency,filler_gap_dependency,患者，我正在疑惑这种人,1
1,filler_gap_dependency,filler_gap_dependency,患者，我正在疑惑张芃芃,0
2,filler_gap_dependency,filler_gap_dependency,男孩，我关心过这种人,1
3,filler_gap_dependency,filler_gap_dependency,男孩，我关心过赵菁菁,0
4,filler_gap_dependency,filler_gap_dependency,女孩，我听了这种人,1
5,filler_gap_dependency,filler_gap_dependency,女孩，我听了王靖瑶,0
6,filler_gap_dependency,filler_gap_dependency,女人，我质疑过这种人,1
7,filler_gap_dependency,filler_gap_dependency,女人，我质疑过朱天一,0
8,filler_gap_dependency,filler_gap_dependency,汽车，我打破了这东西,1
9,filler_gap_dependency,filler_gap_dependency,汽车，我打破了小册子,0
10,filler_gap_dependency,filler_gap_dependency,文章，我谈论过这东西,1
11,filler_gap_dependency,filler_gap_dependency,文章，我谈论过自行车,0
12,filler_gap_dependency,filler_gap_dependency,女士，我拥抱了这种人,1
13,filler_gap_dependency,filler_gap_dependency,女士，我拥抱了许逸航,0
14,filler_gap_dependency,filler_gap_dependency,学生，我麻烦了这种人,1
15,filler_gap_dependency,filler_gap_dependency,学生，我麻烦了年轻人,0
16,filler_gap_dependency,filler_gap_dependency,女服务员，我正在讨论这种人,1
17,filler_gap_dependency,filler_gap_dependency,女服务员，我正在讨论出纳员,0
18,filler_gap_dependency,filler_gap_dependency,河，我开车去过这地方,1
19,filler_gap_dependency,filler_gap_dependency,河，我开车去过五大湖,0
20,filler_gap_dependency,filler_gap_dependency,宣传册，我正在谈论这东西,1
21,filler_gap_dependency,filler_gap_dependency,宣传册，我正在谈论砂锅菜,0
22,filler_gap_dependency,filler_gap_dependency,宣传册，我正在扫描这东西,1
23,filler_gap_dependency,filler_gap_dependency,宣传册，我正在扫描投影机,0
24,filler_gap_dependency,filler_gap_dependency,女士，我拜访过这种人,1
25,filler_gap_dependency,filler_gap_dependency,女士，我拜访过参议员,0
26,filler_gap_dependency,filler_gap_dependency,绿洲，我描述了这地方,1
27,filler_gap_dependency,filler_gap_dependency,绿洲，我描述了咖啡店,0
28,filler_gap_dependency,filler_gap_dependency,行人，我正在麻烦这种人,1
29,filler_gap_dependency,filler_gap_dependency,行人，我正在麻烦卜泽伟,0
30,filler_gap_dependency,filler_gap_dependency,委员会，我正在震惊这地方,1
