,0,1,2,3
0,classifier,classifier_adj,赵诗涵正在探索一家待业的咖啡店,1
1,classifier,classifier_adj,赵诗涵正在探索一件待业的咖啡店,0
2,classifier,classifier_adj,王鑫快到达一个保密的杂货店,1
3,classifier,classifier_adj,王鑫快到达一架保密的杂货店,0
4,classifier,classifier_adj,张杰正在穿过一家整个艺术画廊,1
5,classifier,classifier_adj,张杰正在穿过一匹整个艺术画廊,0
6,classifier,classifier_adj,包曼玉的照片过去看起来像一块待业的屏幕,1
7,classifier,classifier_adj,包曼玉的照片过去看起来像一架待业的屏幕,0
8,classifier,classifier_adj,朱天一的同学们正在发现一个新的盘子,1
9,classifier,classifier_adj,朱天一的同学们正在发现一块新的盘子,0
10,classifier,classifier_adj,那个男孩返回过一座聪明的冰川,1
11,classifier,classifier_adj,那个男孩返回过一种聪明的冰川,0
12,classifier,classifier_adj,有些男子的杂工正在扫描一部保密的电影,1
13,classifier,classifier_adj,有些男子的杂工正在扫描一包保密的电影,0
14,classifier,classifier_adj,那个男服务员正在拿一辆红色的自行车,1
15,classifier,classifier_adj,那个男服务员正在拿一头红色的自行车,0
16,classifier,classifier_adj,有个顾客正在疑惑一位隐瞒的参议员,1
17,classifier,classifier_adj,有个顾客正在疑惑一根隐瞒的参议员,0
18,classifier,classifier_adj,有个出纳员现在看起来像一张粗糙的画画,1
19,classifier,classifier_adj,有个出纳员现在看起来像一篇粗糙的画画,0
20,classifier,classifier_adj,米雪儿正在带一条新的蛇,1
21,classifier,classifier_adj,米雪儿正在带一把新的蛇,0
22,classifier,classifier_adj,韩娟的女儿正在去一家在户外医院,1
23,classifier,classifier_adj,韩娟的女儿正在去一头在户外医院,0
24,classifier,classifier_adj,王子豪开车去过一家年轻的博物馆,1
25,classifier,classifier_adj,王子豪开车去过一包年轻的博物馆,0
26,classifier,classifier_adj,那些儿童的导师卖了一辆满意的马车,1
27,classifier,classifier_adj,那些儿童的导师卖了一副满意的马车,0
28,classifier,classifier_adj,樊颖正在穿一只不服气的手套,1
29,classifier,classifier_adj,樊颖正在穿一条不服气的手套,0
30,classifier,classifier_adj,于凯丽正在骑自行车去一个蓝色的大学校园,1
31,classifier,classifier_adj,于凯丽正在骑自行车去一种蓝色的大学校园,0
32,classifier,classifier_adj,王慧正在麻烦一个干净的男人,1
33,classifier,classifier_adj,王慧正在麻烦一张干净的男人,0
34,classifier,classifier_adj,赵佳莹去了一家橙色的咖啡店,1
35,classifier,classifier_adj,赵佳莹去了一台橙色的咖啡店,0
36,classifier,classifier_adj,那个年轻人的前夫狩过猎一条不确定的蛇,1
37,classifier,classifier_adj,那个年轻人的前夫狩过猎一块不确定的蛇,0
38,classifier,classifier_adj,郑沁欣关心过一个破碎的客人,1
39,classifier,classifier_adj,郑沁欣关心过一场破碎的客人,0
40,classifier,classifier_adj,赵健杰描述了一个待业的家伙,1
41,classifier,classifier_adj,赵健杰描述了一场待业的家伙,0
42,classifier,classifier_adj,这些女士走过了一家快速的电影院,1
43,classifier,classifier_adj,这些女士走过了一头快速的电影院,0
44,classifier,classifier_adj,有个患者正在骑自行车去一家旧购物中心,1
45,classifier,classifier_adj,有个患者正在骑自行车去一种旧购物中心,0
46,classifier,classifier_adj,那个患者的承办商正在隐瞒一位不确定的女士,1
47,classifier,classifier_adj,那个患者的承办商正在隐瞒一碗不确定的女士,0
48,classifier,classifier_adj,这个女士正在洗一件不服气的帽子,1
49,classifier,classifier_adj,这个女士正在洗一种不服气的帽子,0
50,classifier,classifier_adj,李小红正在疑惑一个生病的儿童,1
51,classifier,classifier_adj,李小红正在疑惑一盏生病的儿童,0
52,classifier,classifier_adj,杨桂英正在开车去一家灰色的饭店,1
53,classifier,classifier_adj,杨桂英正在开车去一段灰色的饭店,0
54,classifier,classifier_adj,张敏秀的同事卖了一个灰色的叉子,1
55,classifier,classifier_adj,张敏秀的同事卖了一包灰色的叉子,0
56,classifier,classifier_adj,吴美琳正在穿过一个待业的大学校园,1
57,classifier,classifier_adj,吴美琳正在穿过一台待业的大学校园,0
58,classifier,classifier_adj,王萍离开了一个幸运的大学校园,1
59,classifier,classifier_adj,王萍离开了一块幸运的大学校园,0
60,classifier,classifier_adj,刘景睿骑自行车去过一家破碎的饭店,1
61,classifier,classifier_adj,刘景睿骑自行车去过一包破碎的饭店,0
62,classifier,classifier_adj,张光毅正在游览一条蓝色的河,1
63,classifier,classifier_adj,张光毅正在游览一副蓝色的河,0
64,classifier,classifier_adj,卢诗韵的前男友之前不同意一位流行的女士,1
65,classifier,classifier_adj,卢诗韵的前男友之前不同意一扇流行的女士,0
66,classifier,classifier_adj,张秀兰的儿子正在争论一位困扰的舞蹈家,1
67,classifier,classifier_adj,张秀兰的儿子正在争论一片困扰的舞蹈家,0
68,classifier,classifier_adj,这个女演员写了一篇不服气的报告,1
